Roll No,Age,Gender,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Extracurricular,MSE s1,MSE s2,MSE s3,MSE s4,MSE s5,CGPA,Grade
2293,20,1,1,13.31392257,0,0,4,0,0,26,18,18,20,17,9.424236409,A+
2294,20,1,2,9.81003989,23,0,0,1,1,23,17,17,14,17,8.041224579,A
2295,20,0,2,5.459675283,20,0,3,0,0,20,15,15,20,7,6.946640215,C
2296,20,1,1,8.64645491,11,1,2,0,0,23,16,16,14,14,8.046139756,A
2297,20,1,2,9.60790709,9,0,2,0,0,23,17,17,12,10,8.275565606,A
2298,20,1,4,12.12266202,1,0,2,0,0,25,18,18,15,19,9.11460461,A+
2299,20,1,1,7.883816331,27,0,2,1,1,22,16,16,13,20,7.488518389,B
2300,20,1,1,18.80617888,8,1,2,1,1,30,20,20,20,20,9.84,A+
2301,20,0,1,16.18750651,1,1,2,0,0,28,19,19,20,20,9.98,A+
2302,20,1,2,6.547562984,22,0,2,1,1,21,16,16,8,20,7.282293204,B
2303,20,1,2,15.33477146,23,0,3,1,1,27,19,19,20,20,9.54,A+
2304,20,0,1,15.39021186,29,1,3,1,1,27,19,19,20,20,9.42,A+
2305,20,1,2,20.09677381,21,0,2,0,0,30,20,20,20,20,9.58,A+
2306,20,0,0,5.269213554,13,0,1,1,1,20,15,15,4,6,7.028296935,B
2307,20,1,2,9.078949219,10,0,3,0,0,23,16,16,18,9,8.137935967,A
2308,20,0,2,19.65453412,22,0,3,1,1,30,20,20,20,20,9.56,A+
2309,20,0,1,19.72208313,10,1,3,1,1,30,20,20,20,20,9.8,A+
2310,20,1,2,16.4313443,16,0,2,0,0,28,19,19,20,20,9.68,A+
2311,20,1,1,17.13409611,3,0,1,0,0,29,19,19,20,20,9.94,A+
2312,20,1,2,6.645290457,12,0,3,0,0,21,16,16,18,4,7.407507567,B
2313,20,0,0,13.21584632,6,1,2,0,0,26,18,18,20,20,9.31025448,A+
2314,20,0,3,8.824624309,15,1,4,0,0,23,16,16,8,10,7.967185184,B
2315,20,0,1,8.041169567,0,1,3,1,1,22,16,16,16,9,8.114327159,A
2316,20,1,3,17.82694021,12,0,1,0,0,29,20,20,20,20,9.76,A+
2317,20,0,1,7.322815459,0,0,2,0,0,22,16,16,12,17,7.874895206,B
2318,20,0,2,12.5123588,10,1,3,0,0,25,18,18,20,20,9.059827536,A+
2319,20,1,1,19.82232817,5,0,2,0,0,30,20,20,20,20,9.9,A+
2320,20,0,3,8.112943087,19,1,2,0,0,22,16,16,12,8,7.681148866,B
2321,20,0,1,20.43545326,2,0,3,1,1,30,20,20,20,20,9.96,A+
2322,20,1,1,20.68892422,11,0,3,0,0,30,20,20,20,20,9.78,A+
2323,20,0,2,13.86515574,4,0,1,1,1,26,18,18,20,18,9.550822789,A+
2324,20,1,0,7.868887069,8,1,2,0,0,22,16,16,20,6,7.849830579,B
2325,20,1,1,10.13940937,25,1,4,1,1,24,17,17,20,20,8.206105829,A
2326,20,1,3,11.82544406,25,0,4,0,0,25,17,17,14,18,8.576155952,A
2327,20,1,4,10.03393238,11,0,3,1,1,24,17,17,11,16,8.369829776,A
2328,20,1,1,9.587664576,29,1,4,1,1,23,17,17,20,12,7.966243294,B
2329,20,0,3,20.34579548,29,0,2,1,1,30,20,20,20,20,9.42,A+
2330,20,0,2,7.607897315,27,1,2,1,1,22,16,16,9,7,7.433486231,B
2331,20,1,1,16.62954525,26,0,2,1,1,28,19,19,20,20,9.48,A+
2332,20,1,2,5.228604502,9,0,1,1,1,20,15,15,8,5,7.103664827,B
2333,20,0,2,14.49617486,18,0,2,1,1,27,18,18,20,19,9.400393582,A+
2334,20,1,4,19.47022451,4,0,2,1,1,30,20,20,20,20,9.92,A+
2335,20,1,1,9.701197019,25,0,3,1,1,23,17,17,20,14,8.01679313,A
2336,20,1,2,8.108181837,4,0,3,0,0,22,16,16,13,13,7.953756471,B
2337,20,0,0,15.35946348,8,0,3,0,0,27,19,19,20,20,9.790692803,A+
2338,20,0,1,16.307133,26,0,2,1,1,28,19,19,20,20,9.48,A+
2339,20,1,0,15.92491918,27,0,1,0,0,28,19,19,20,20,9.46,A+
2340,20,1,4,10.18937369,25,1,2,1,1,24,17,17,17,20,8.187968565,A
2341,20,0,3,9.1453707,26,0,3,0,0,23,16,16,18,10,7.83774652,B
2342,20,0,2,20.09207022,19,0,1,0,0,30,20,20,20,20,9.62,A+
2343,20,1,2,19.58465902,16,0,2,1,1,30,20,20,20,20,9.68,A+
2344,20,1,1,12.33603615,9,0,2,0,0,25,18,18,18,15,9.007890867,A+
2345,20,0,1,18.38523792,20,1,3,0,0,30,20,20,20,20,9.6,A+
2346,20,0,1,12.25836521,0,0,3,0,0,25,18,18,19,15,9.13199538,A+
2347,20,0,1,11.82382917,21,1,3,0,0,25,17,17,14,19,8.695062439,A
2348,20,1,2,7.660756963,27,0,2,1,1,22,16,16,12,11,7.461094336,B
2349,20,0,2,11.85520532,15,0,2,0,0,25,17,17,20,18,8.7203732,A
2350,20,1,0,13.58204127,25,0,1,1,1,26,18,18,19,20,9.010871577,A+
2351,20,0,0,5.572289538,25,1,1,0,0,20,15,15,19,10,6.904853674,C
2352,20,0,1,12.13064675,14,1,1,1,1,25,18,18,19,19,8.902737963,A
2353,20,0,2,17.37665229,22,0,1,0,0,29,19,19,20,20,9.56,A+
2354,20,0,3,15.80071643,16,1,1,0,0,28,19,19,20,20,9.68,A+
2355,20,1,2,15.10244205,25,0,1,0,0,27,19,19,20,20,9.360281166,A+
2356,20,1,3,19.37086222,19,1,1,0,0,30,20,20,20,20,9.62,A+
2357,20,0,2,5.502720153,24,0,3,0,0,20,15,15,16,8,6.871899396,C
2358,20,1,1,13.8874069,12,0,4,1,1,26,18,18,18,20,9.434406647,A+
2359,20,0,1,17.46987098,0,0,3,0,0,29,19,19,20,20,10,A+
2360,20,0,3,13.64299484,24,1,0,0,0,26,18,18,20,18,9.032018925,A+
2361,20,0,2,10.26059748,7,1,2,0,0,24,17,17,11,16,8.495504307,A
2362,20,0,1,7.341675457,4,1,3,1,1,22,16,16,7,16,7.850428272,B
2363,20,1,2,19.02875889,5,1,1,0,0,30,20,20,20,20,9.9,A+
2364,20,0,2,12.54519277,22,0,3,0,0,25,18,18,19,20,8.776813595,A
2365,20,0,2,18.88179195,19,1,2,0,0,30,20,20,20,20,9.62,A+
2366,20,1,3,14.33547746,29,1,4,1,1,27,18,18,20,20,9.216512785,A+
2367,20,0,2,15.70965515,13,0,3,1,1,28,19,19,20,20,9.74,A+
2368,20,0,2,17.73295129,21,0,3,0,0,29,20,20,20,20,9.58,A+
2369,20,0,0,15.47575292,22,0,3,0,0,27,19,19,20,20,9.541252396,A+
2370,20,1,0,11.41418641,10,1,1,0,0,25,17,17,13,18,8.780115761,A
2371,20,0,1,13.21207486,5,1,1,1,1,26,18,18,18,17,9.356739118,A+
2372,20,1,0,17.71404149,10,1,2,0,0,29,20,20,20,20,9.8,A+
2373,20,0,2,11.03456017,12,1,1,1,1,24,17,17,17,17,8.646474266,A
2374,20,0,2,11.25966711,11,1,1,0,0,24,17,17,18,18,8.728380999,A
2375,20,1,1,6.710735139,21,1,2,0,0,21,16,16,7,15,7.282255543,B
2376,20,0,3,19.44909121,1,1,3,0,0,30,20,20,20,20,9.98,A+
2377,20,0,1,6.638342677,20,0,0,1,1,21,16,16,16,13,7.322574497,B
2378,20,1,1,15.30547609,2,0,1,1,1,27,19,19,20,20,9.921527709,A+
2379,20,1,1,11.64969189,22,0,2,1,1,25,17,17,20,17,8.575777256,A
2380,20,1,1,11.53185718,3,1,2,0,0,25,17,17,15,14,8.958597629,A
2381,20,1,1,15.79302857,16,0,1,0,0,28,19,19,20,20,9.68,A+
2382,20,1,2,6.265902508,27,0,4,0,0,21,15,15,5,17,7.069005196,B
2383,20,0,2,14.45764551,27,0,2,0,0,27,18,18,19,20,9.210874648,A+
2384,20,1,4,17.23160556,21,0,2,0,0,29,19,19,20,20,9.58,A+
2385,20,0,0,18.10553179,5,0,0,0,0,29,20,20,20,20,9.9,A+
2386,20,0,1,7.874917168,6,0,2,0,0,22,16,16,10,18,7.845294069,B
2387,20,0,0,19.18207411,14,0,3,0,0,30,20,20,20,20,9.72,A+
2388,20,1,2,15.42893921,10,0,1,1,1,27,19,19,20,20,9.793667415,A+
2389,20,1,0,18.93996357,23,0,2,0,0,30,20,20,20,20,9.54,A+
2390,20,0,3,12.77103338,2,0,0,1,1,26,18,18,20,16,9.242564758,A+
2391,20,1,2,13.65385203,29,0,4,0,0,26,18,18,19,20,8.937036206,A
2392,20,1,2,19.5183732,5,0,0,1,1,30,20,20,20,20,9.9,A+
2393,20,1,2,19.22081512,25,0,3,0,0,30,20,20,20,20,9.5,A+
2394,20,1,1,12.19361359,1,0,2,0,0,25,18,18,20,16,9.086870269,A+
2395,20,0,1,9.490863159,28,1,2,1,1,23,17,17,10,14,7.920278445,B
2396,20,0,1,11.33820676,13,0,3,0,0,25,17,17,19,14,8.629689013,A
2397,20,1,2,11.25411178,8,0,1,1,1,24,17,17,16,16,8.77881751,A
2398,20,0,1,9.684595833,17,0,2,1,1,23,17,17,10,10,8.131663791,A
2399,20,1,1,9.400127179,18,0,2,0,0,23,17,17,10,17,8.052475072,A
2400,20,1,4,18.61653457,11,0,0,1,1,30,20,20,20,20,9.78,A+
2401,20,0,0,6.308963211,12,0,3,1,1,21,15,15,7,17,7.370924009,B
2402,20,0,3,15.76284061,25,0,0,0,0,28,19,19,20,20,9.5,A+
2403,20,0,2,7.910534134,11,0,3,1,1,22,16,16,17,9,7.813185467,B
2404,20,1,1,10.58120279,11,0,2,1,1,24,17,17,14,14,8.50021821,A
2405,20,0,1,6.179558309,17,1,1,0,0,21,15,15,3,14,7.198832437,B
2406,20,1,1,9.421812129,8,0,3,0,0,23,17,17,16,20,8.288113167,A
2407,20,0,2,17.17543888,16,1,2,0,0,29,19,19,20,20,9.68,A+
2408,20,0,2,18.98912727,20,0,2,1,1,30,20,20,20,20,9.6,A+
2409,20,1,2,8.668200141,15,0,2,1,1,23,16,16,13,19,7.979915592,B
2410,20,1,3,12.43296639,16,0,1,1,1,25,18,18,19,19,8.890655545,A
2411,20,1,2,12.53837408,20,1,3,0,0,25,18,18,16,18,8.854969313,A
2412,20,1,1,18.81117142,23,0,2,0,0,30,20,20,20,20,9.54,A+
2413,20,1,1,17.08798527,7,0,1,1,1,29,19,19,20,20,9.86,A+
2414,20,1,3,13.2034234,10,0,3,0,0,26,18,18,19,17,9.231734121,A+
2415,20,1,1,15.65606756,23,0,0,1,1,28,19,19,20,20,9.54,A+
2416,20,1,0,18.40330084,1,1,1,1,1,30,20,20,20,20,9.98,A+
2417,20,0,2,5.370605952,7,0,2,0,0,20,15,15,19,17,7.238632568,B
2418,20,1,2,11.48940048,11,0,3,0,0,25,17,17,20,17,8.716523199,A
2419,20,1,3,19.33489371,20,0,4,0,0,30,20,20,20,20,9.6,A+
2420,20,0,2,16.7382027,0,0,3,1,1,28,19,19,20,20,10,A+
2421,20,1,0,13.66642138,22,0,2,1,1,26,18,18,19,19,9.152960927,A+
2422,20,0,3,13.46113709,12,0,3,1,1,26,18,18,17,17,9.304168417,A+
2423,20,0,1,10.6319793,21,0,2,0,0,24,17,17,18,14,8.271734479,A
2424,20,1,1,13.3192083,20,1,1,0,0,26,18,18,17,18,9.034986049,A+
2425,20,0,2,15.41707199,16,0,4,1,1,27,19,19,20,20,9.68,A+
2426,20,1,0,11.73009171,13,1,1,0,0,25,17,17,15,20,8.759575259,A
2427,20,0,2,16.33127117,13,0,2,1,1,28,19,19,20,20,9.74,A+
2428,20,0,1,18.61916798,15,0,3,0,0,30,20,20,20,20,9.7,A+
2429,20,0,2,7.628430972,16,0,3,0,0,22,16,16,10,14,7.586783495,B
2430,20,1,1,12.24628702,5,1,0,0,0,25,18,18,16,15,9.035608213,A+
2431,20,1,2,11.56920142,25,0,0,0,0,25,17,17,18,18,8.468189249,A
2432,20,0,3,15.91611917,27,0,2,1,1,28,19,19,20,20,9.46,A+
2433,20,0,1,9.10904946,6,0,2,0,0,23,16,16,12,13,8.159007148,A
2434,20,1,1,15.1816809,25,1,2,1,1,27,19,19,20,20,9.493180291,A+
2435,20,1,1,18.87205487,25,0,2,0,0,30,20,20,20,20,9.5,A+
2436,20,0,1,11.72649155,0,0,4,0,0,25,17,17,16,17,9.001570662,A+
2437,20,0,2,19.39357756,24,0,1,0,0,30,20,20,20,20,9.52,A+
2438,20,1,2,20.67143594,14,1,2,0,0,30,20,20,20,20,9.72,A+
2439,20,1,1,6.872542999,19,1,2,0,0,21,16,16,8,4,7.343822216,B
2440,20,1,1,8.847494035,20,0,1,1,1,23,16,16,19,8,7.853794953,B
2441,20,1,1,20.00590725,17,0,1,0,0,30,20,20,20,20,9.66,A+
2442,20,1,2,20.12954179,29,1,4,0,0,30,20,20,20,20,9.42,A+
2443,20,0,1,6.742113173,27,1,3,0,0,21,16,16,11,7,7.175100122,B
2444,20,1,4,5.455532228,25,0,1,0,0,20,15,15,12,20,6.830795855,C
2445,20,0,2,7.728222584,12,1,3,0,0,22,16,16,17,9,7.746295913,B
2446,20,1,1,20.71575441,23,0,1,1,1,30,20,20,20,20,9.54,A+
2447,20,0,2,8.022216258,29,0,3,0,0,22,16,16,16,13,7.488736738,B
2448,20,1,3,13.03962944,1,1,0,0,0,26,18,18,20,17,9.383667261,A+
2449,20,1,2,18.4198313,18,0,3,1,1,30,20,20,20,20,9.64,A+
2450,20,0,1,5.539580611,14,1,0,0,0,20,15,15,8,18,7.14744425,B
2451,20,0,1,14.62538417,11,0,2,0,0,27,18,18,20,20,9.525345913,A+
2452,20,1,3,9.531506982,14,0,3,0,0,23,17,17,18,10,8.130619505,A
2453,20,1,2,18.63632092,24,1,1,0,0,30,20,20,20,20,9.52,A+
2454,20,1,2,9.631617877,17,0,2,0,0,23,17,17,17,16,8.094025229,A
2455,20,1,3,15.90508898,13,0,0,1,1,28,19,19,20,20,9.74,A+
2456,20,1,3,15.71008317,5,1,3,1,1,28,19,19,20,20,9.9,A+
2457,20,0,3,8.667677427,11,0,2,1,1,23,16,16,12,20,8.059603247,A
2458,20,0,0,5.763543109,19,0,2,0,0,21,15,15,20,15,7.050323026,B
2459,20,1,2,11.5883267,22,1,4,1,1,25,17,17,19,16,8.630979498,A
2460,20,0,2,9.720782364,29,0,2,0,0,23,17,17,13,15,7.867512928,B
2461,20,0,2,17.80632055,29,1,0,0,0,29,20,20,20,20,9.42,A+
2462,20,0,2,17.67233182,5,1,3,0,0,29,20,20,20,20,9.9,A+
2463,20,1,1,12.3314837,25,0,3,0,0,25,18,18,17,18,8.653930002,A
2464,20,0,2,14.65685684,29,0,4,1,1,27,18,18,20,20,9.249248187,A+
2465,20,1,2,14.62181469,8,1,1,1,1,27,18,18,20,20,9.671793659,A+
2466,20,0,0,18.08912675,29,0,2,1,1,29,20,20,20,20,9.42,A+
2467,20,1,2,11.83337089,24,0,3,1,1,25,17,17,18,19,8.645652177,A
2468,20,0,1,9.506948352,25,0,3,1,1,23,17,17,17,19,8.020786058,A
2469,20,1,1,9.344987616,3,0,3,0,0,23,17,17,19,14,8.362113363,A
2470,20,1,0,13.56299101,16,0,1,0,0,26,18,18,19,20,9.135567309,A+
2471,20,0,2,12.20897204,1,1,1,1,1,25,18,18,18,16,9.174324126,A+
2472,20,1,2,12.06854533,15,1,1,0,0,25,18,18,15,19,8.808795115,A
2473,20,1,2,6.639914164,23,0,4,1,1,21,16,16,20,16,7.327112391,B
2474,20,1,2,16.40050263,13,0,1,0,0,28,19,19,20,20,9.74,A+
2475,20,1,3,8.547015146,25,0,2,0,0,23,16,16,10,12,7.629162362,B
2476,20,1,1,8.285945359,7,0,2,0,0,22,16,16,11,11,7.919152966,B
2477,20,1,1,11.6429072,13,1,2,1,1,25,17,17,17,14,8.791630617,A
2478,20,1,3,8.76544087,1,1,2,0,0,23,16,16,17,19,8.24232687,A
2479,20,1,1,14.30446194,15,1,3,1,1,27,18,18,19,20,9.473405975,A+
2480,20,0,4,11.00054083,3,0,2,0,0,24,17,17,15,14,8.769816383,A
2481,20,0,3,12.20529346,0,0,1,1,1,25,18,18,19,17,9.147332674,A+
2482,20,1,2,13.57818945,22,0,2,0,0,26,18,18,18,20,9.030246637,A+
2483,20,1,4,8.38833035,19,0,3,0,0,22,16,16,19,14,7.79054413,B
2484,20,0,0,7.645025245,26,0,4,0,0,22,16,16,8,16,7.403999943,B
2485,20,0,1,18.91767404,13,1,3,0,0,30,20,20,20,20,9.74,A+
2486,20,0,2,11.96903538,7,1,3,0,0,25,17,17,18,20,8.971821875,A
2487,20,1,1,11.63256726,24,1,2,1,1,25,17,17,16,17,8.573457607,A
2488,20,0,3,5.776189004,27,1,3,0,0,21,15,15,19,7,6.938434121,C
2489,20,1,0,12.96852026,24,0,4,0,0,26,18,18,16,17,8.848383249,A
2490,20,1,2,13.84264011,2,0,2,0,0,26,18,18,18,18,9.543437513,A+
2491,20,0,2,13.91530244,4,0,0,0,0,26,18,18,20,18,9.451232476,A+
2492,20,1,2,16.22048486,5,0,4,0,0,28,19,19,20,20,9.9,A+
2493,20,1,1,7.983050767,21,0,3,0,0,22,16,16,10,20,7.59029848,B
2494,20,1,1,9.145693199,25,1,2,0,0,23,16,16,9,13,7.883285099,B
2495,20,1,3,17.83358501,7,0,4,0,0,29,20,20,20,20,9.86,A+
2496,20,0,1,19.95598737,5,0,2,0,0,30,20,20,20,20,9.9,A+
2497,20,0,3,7.336731626,5,0,2,1,1,22,16,16,9,8,7.754699984,B
2498,20,1,2,12.96343751,3,0,3,0,0,26,18,18,17,19,9.309641421,A+
2499,20,1,2,8.55385282,6,0,1,0,0,23,16,16,8,15,7.999578197,B
2500,20,0,2,6.15669373,29,0,3,0,0,21,15,15,14,4,6.930479549,C
2501,20,1,1,10.28560748,29,0,1,0,0,24,17,17,18,16,8.014420619,A
2502,20,0,2,7.457363058,23,1,1,0,0,22,16,16,11,6,7.414055151,B
2503,20,1,3,16.26562559,18,0,2,1,1,28,19,19,20,20,9.64,A+
2504,20,1,2,13.52461755,6,0,2,0,0,26,18,18,20,18,9.33574406,A+
2505,20,0,4,7.459647327,2,0,1,1,1,22,16,16,8,20,7.855709876,B
2506,20,0,2,5.365980264,7,1,4,0,0,20,15,15,4,9,7.216441738,B
2507,20,0,1,17.7935541,0,0,2,1,1,29,20,20,20,20,10,A+
2508,20,0,1,7.963024096,0,1,1,1,1,22,16,16,15,17,8.083209512,A
2509,20,1,4,14.65225888,13,1,2,0,0,27,18,18,20,20,9.592353385,A+
2510,20,0,1,10.46322976,5,1,3,0,0,24,17,17,18,20,8.622080753,A
2511,20,1,3,14.32978126,9,0,2,0,0,27,18,18,19,19,9.485157476,A+
2512,20,0,3,10.13238975,24,0,1,1,1,24,17,17,16,13,8.114754266,A
2513,20,0,1,6.574615389,27,0,1,0,0,21,16,16,8,12,7.060979755,B
2514,20,1,0,8.690333466,13,0,2,0,0,23,16,16,13,15,7.917524671,B
2515,20,0,2,8.147577701,3,0,2,0,0,22,16,16,20,13,7.985354035,B
2516,20,0,1,11.88030104,5,1,3,0,0,25,17,17,17,18,8.982889357,A
2517,20,0,2,15.46219219,15,1,4,1,1,27,19,19,20,20,9.7,A+
2518,20,0,2,9.325872277,27,0,1,1,1,23,17,17,17,15,7.901259007,B
2519,20,1,2,5.409976771,20,0,3,0,0,20,15,15,17,14,6.991845908,C
2520,20,1,2,13.29458122,27,1,4,0,0,26,18,18,19,19,8.982457204,A
2521,20,0,1,14.64514761,0,0,4,0,0,27,18,18,20,20,9.774944894,A+
2522,20,0,2,20.20020768,5,0,4,1,1,30,20,20,20,20,9.9,A+
2523,20,0,1,14.39176805,8,0,3,1,1,27,18,18,20,19,9.635570812,A+
2524,20,1,1,12.55157315,14,1,2,0,0,25,18,18,18,20,8.973600594,A
2525,20,1,2,14.14180307,11,0,2,0,0,27,18,18,20,19,9.448853554,A+
2526,20,1,3,19.65623202,2,1,2,1,1,30,20,20,20,20,9.96,A+
2527,20,1,1,18.10810449,10,0,3,0,0,29,20,20,20,20,9.8,A+
2528,20,0,2,10.24633585,14,0,2,0,0,24,17,17,13,20,8.314143926,A
2529,20,0,2,8.912845657,2,0,1,0,0,23,16,16,14,18,8.189818971,A
2530,20,0,1,9.30763397,13,0,1,0,0,23,17,17,20,11,8.073941544,A
2531,20,1,1,13.06877173,1,0,3,0,0,26,18,18,17,19,9.326669607,A+
2532,20,0,3,16.7963248,28,0,3,1,1,28,19,19,20,20,9.44,A+
2533,20,1,2,13.05007656,3,1,2,0,0,26,18,18,20,20,9.32744564,A+
2534,20,1,2,6.276832824,25,0,1,0,0,21,15,15,6,3,6.998230191,C
2535,20,0,2,16.47792201,18,1,3,0,0,28,19,19,20,20,9.64,A+
2536,20,0,0,17.75953533,11,1,0,1,1,29,20,20,20,20,9.78,A+
2537,20,0,2,9.725522346,1,1,2,0,0,23,17,17,19,18,8.495488737,A
2538,20,1,2,15.55306706,16,1,2,0,0,28,19,19,20,20,9.68,A+
2539,20,1,2,11.85809624,2,0,4,0,0,25,17,17,20,14,8.997539655,A
2540,20,0,1,19.05296776,9,0,2,1,1,30,20,20,20,20,9.82,A+
2541,20,0,0,18.37017535,15,1,2,0,0,30,20,20,20,20,9.7,A+
2542,20,1,1,13.39560886,21,1,3,0,0,26,18,18,17,20,9.113698934,A+
2543,20,0,4,15.97897516,8,1,2,0,0,28,19,19,20,20,9.84,A+
2544,20,1,2,18.96321757,10,0,1,0,0,30,20,20,20,20,9.8,A+
2545,20,1,2,12.93337571,20,0,2,1,1,26,18,18,19,17,8.950157913,A
2546,20,0,0,10.09501152,14,0,4,1,1,24,17,17,19,17,8.356187227,A
2547,20,0,0,16.9459177,2,1,2,0,0,29,19,19,20,20,9.96,A+
2548,20,0,2,8.645475074,15,0,3,0,0,23,16,16,15,9,7.920565286,B
2549,20,0,2,11.26604008,29,0,4,0,0,24,17,17,18,15,8.352321647,A
2550,20,1,2,18.68909035,20,0,3,0,0,30,20,20,20,20,9.6,A+
2551,20,1,1,16.49101418,20,0,3,1,1,28,19,19,20,20,9.6,A+
2552,20,1,2,11.50372675,20,0,3,0,0,25,17,17,20,17,8.59061133,A
2553,20,0,1,8.56269226,27,1,4,0,0,23,16,16,18,17,7.744287142,B
2554,20,1,1,10.7595083,11,1,4,1,1,24,17,17,12,17,8.623120902,A
2555,20,0,2,9.641620099,22,0,4,0,0,23,17,17,17,12,8.013822408,A
2556,20,0,1,7.961388924,4,0,3,0,0,22,16,16,14,10,7.911966333,B
2557,20,0,1,16.78517866,6,1,2,1,1,28,19,19,20,20,9.88,A+
2558,20,0,2,9.143309351,8,0,1,1,1,23,16,16,17,14,8.227415849,A
2559,20,0,2,12.28704954,20,1,2,1,1,25,18,18,15,18,8.875768718,A
2560,20,0,3,11.22448028,17,0,4,1,1,24,17,17,17,13,8.625089225,A
2561,20,1,2,20.49898145,20,0,3,0,0,30,20,20,20,20,9.6,A+
2562,20,0,0,11.30587935,7,0,2,0,0,25,17,17,13,16,8.770600029,A
2563,20,1,1,6.466394177,11,1,2,0,0,21,16,16,16,13,7.432908345,B
2564,20,1,4,6.619511707,19,0,2,1,1,21,16,16,9,18,7.308682237,B
2565,20,0,2,14.41172455,1,0,2,0,0,27,18,18,19,20,9.667897273,A+
2566,20,0,2,14.54565525,9,0,3,0,0,27,18,18,20,20,9.557231736,A+
2567,20,0,0,11.73625096,18,0,2,1,1,25,17,17,18,16,8.67188311,A
2568,20,1,2,11.93979077,8,0,1,0,0,25,17,17,15,17,8.857337633,A
2569,20,0,0,6.061173511,24,0,2,0,0,21,15,15,9,17,7.009166751,B
2570,20,1,2,13.25739016,23,0,1,0,0,26,18,18,20,17,8.963205018,A
2571,20,0,3,13.07372517,7,0,4,0,0,26,18,18,17,19,9.22071148,A+
2572,20,0,4,7.548544955,23,0,2,0,0,22,16,16,18,15,7.432028875,B
2573,20,1,2,6.837501562,23,0,4,0,0,21,16,16,9,17,7.257978981,B
2574,20,1,2,7.144460965,23,0,1,0,0,22,16,16,5,14,7.337502127,B
2575,20,0,3,6.793772723,0,0,1,0,0,21,16,16,8,9,7.650199275,B
2576,20,1,2,14.70657193,5,0,3,0,0,27,18,18,20,20,9.678480096,A+
2577,20,1,0,8.278619037,11,0,3,0,0,22,16,16,19,15,7.923944667,B
2578,20,1,2,9.133357923,24,0,2,0,0,23,16,16,11,18,7.814065081,B
2579,20,1,1,7.922233353,23,0,1,0,0,22,16,16,14,9,7.495730629,B
2580,20,1,2,20.12188251,18,0,0,0,0,30,20,20,20,20,9.64,A+
2581,20,0,2,18.51627165,26,0,3,1,1,30,20,20,20,20,9.48,A+
2582,20,0,2,8.80769747,16,0,1,1,1,23,16,16,18,17,7.98937201,B
2583,20,1,1,10.31769791,1,1,2,0,0,24,17,17,14,13,8.629937483,A
2584,20,0,1,8.487221991,10,1,3,0,0,22,16,16,9,11,7.969602639,B
2585,20,0,2,12.87362604,17,0,0,0,0,26,18,18,18,20,8.923642717,A
2586,20,1,3,5.52727495,22,0,1,1,1,20,15,15,12,17,7.003131855,B
2587,20,0,2,15.66572458,27,1,0,1,1,28,19,19,20,20,9.46,A+
2588,20,1,1,13.36023789,21,1,4,0,0,26,18,18,19,19,9.069093085,A+
2589,20,1,3,19.20105,10,0,2,1,1,30,20,20,20,20,9.8,A+
2590,20,0,3,7.779441756,17,0,4,1,1,22,16,16,12,20,7.684203918,B
2591,20,1,1,17.73058827,7,0,1,0,0,29,20,20,20,20,9.86,A+
2592,20,1,0,17.54161578,14,0,3,0,0,29,19,19,20,20,9.72,A+
2593,20,1,2,7.200596277,8,0,1,0,0,22,16,16,15,14,7.621286847,B
2594,20,1,3,11.42203238,14,0,2,0,0,25,17,17,19,13,8.616813392,A
2595,20,1,4,7.869041084,6,1,3,0,0,22,16,16,16,18,7.91828134,B
2596,20,0,3,9.184541118,19,0,3,1,1,23,16,16,19,12,7.99351938,B
2597,20,0,2,9.31716272,12,0,3,0,0,23,17,17,18,17,8.179350165,A
2598,20,1,2,13.87478835,12,0,3,0,0,26,18,18,18,19,9.316658149,A+
2599,20,1,0,11.62194783,0,0,1,1,1,25,17,17,15,17,8.98515709,A
2600,20,0,1,19.96473251,19,0,2,0,0,30,20,20,20,20,9.62,A+
2601,20,1,2,7.187979986,3,0,2,0,0,22,16,16,10,13,7.718316707,B
2602,20,0,2,20.36854432,23,0,3,0,0,30,20,20,20,20,9.54,A+
2603,20,1,2,8.809934403,3,0,1,0,0,23,16,16,13,18,8.191370104,A
2604,20,1,2,17.24470568,3,1,4,0,0,29,19,19,20,20,9.94,A+
2605,20,1,1,10.49508774,12,0,2,1,1,24,17,17,14,12,8.454093332,A
2606,20,1,2,7.447932818,1,0,3,0,0,22,16,16,18,15,7.857649667,B
2607,20,1,0,18.5671651,27,0,1,0,0,30,20,20,20,20,9.46,A+
2608,20,1,2,10.0267251,25,0,2,0,0,24,17,17,17,14,8.034096568,A
2609,20,1,2,15.47108407,22,0,3,1,1,27,19,19,20,20,9.56,A+
2610,20,0,2,14.03356843,14,0,2,1,1,26,18,18,19,19,9.357123133,A+
2611,20,0,4,12.5606537,3,0,4,1,1,25,18,18,17,19,9.216449389,A+
2612,20,0,1,12.93496957,26,0,3,0,0,26,18,18,20,16,8.843334901,A
2613,20,1,2,16.61258977,5,1,2,1,1,28,19,19,20,20,9.9,A+
2614,20,1,1,6.587578664,2,0,3,1,1,21,16,16,7,9,7.630205889,B
2615,20,1,2,15.61614363,6,0,3,1,1,28,19,19,20,20,9.88,A+
2616,20,1,3,19.15707713,5,0,3,0,0,30,20,20,20,20,9.9,A+
